AOU,English_Common_Name,Order,Genus,Species_y,yrs with observations,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,ruta,Latitude,Longitude
6830,Yellow-breasted Chat,Passeriformes,Icteria,virens,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,28,30,28,27,27,32,31,28,20,22,20,32,25,29,22,21,30,12,9,13,19,0,16,17,10,0,8405202,36.5936897,-90.7479869
7310,Tufted Titmouse,Passeriformes,Baeolophus,bicolor,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,11,24,22,29,44,21,41,23,25,15,26,25,14,16,35,24,35,33,36,46,21,0,25,19,19,0,8405202,36.5936897,-90.7479869
6810,Common Yellowthroat,Passeriformes,Geothlypis,trichas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,15,17,18,10,6,9,10,6,14,11,12,6,12,10,10,11,11,5,9,7,0,2,8,1,0,8405202,36.5936897,-90.7479869
6882,House Sparrow,Passeriformes,Passer,domesticus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,13,9,12,51,28,27,21,24,25,21,16,24,15,20,23,17,32,20,32,12,22,0,15,16,14,0,8405302,48.1080187,-114.4619289
6520,Yellow Warbler,Passeriformes,Setophaga,petechia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,6,8,8,6,5,11,9,9,7,5,7,8,4,7,6,3,7,9,10,11,0,5,10,10,0,8405302,48.1080187,-114.4619289
6270,Warbling Vireo,Passeriformes,Vireo,gilvus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,13,6,6,9,5,7,2,1,3,5,3,3,2,12,5,5,4,6,4,8,12,0,10,5,7,0,8405302,48.1080187,-114.4619289
7610,American Robin,Passeriformes,Turdus,migratorius,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,84,67,52,77,59,64,48,64,59,68,67,73,82,83,80,97,77,73,76,36,56,48,0,53,60,37,0,8405302,48.1080187,-114.4619289
7280,Red-breasted Nuthatch,Passeriformes,Sitta,canadensis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,10,13,7,12,7,6,3,5,8,2,3,7,11,2,5,10,9,4,7,8,0,6,4,1,0,8405302,48.1080187,-114.4619289
5011,Western Meadowlark,Passeriformes,Sturnella,neglecta,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,24,20,22,23,30,16,23,32,22,20,19,17,23,18,18,13,10,21,13,13,5,0,7,13,15,0,8405302,48.1080187,-114.4619289
5100,Brewer's Blackbird,Passeriformes,Euphagus,cyanocephalus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,29,33,28,20,35,27,37,55,33,41,33,38,31,38,35,36,39,41,49,16,12,0,12,54,25,0,8405302,48.1080187,-114.4619289
5400,Vesper Sparrow,Passeriformes,Pooecetes,gramineus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,10,4,11,8,10,5,7,10,6,16,9,8,9,13,6,9,8,6,9,8,5,0,7,7,6,0,8405302,48.1080187,-114.4619289
5420,Savannah Sparrow,Passeriformes,Passerculus,sandwichensis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,26,24,23,37,36,16,34,41,31,22,17,19,22,25,28,12,22,13,35,25,30,0,27,38,21,0,8405302,48.1080187,-114.4619289
5190,House Finch,Passeriformes,Haemorhous,mexicanus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,27,22,15,16,23,16,7,34,26,31,31,22,31,17,13,19,25,17,8,5,7,0,19,11,19,0,8405302,48.1080187,-114.4619289
4750,Black-billed Magpie,Passeriformes,Pica,hudsonia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,38,14,33,21,33,22,16,26,25,24,22,20,27,30,29,19,27,24,22,25,19,0,19,17,15,0,8405302,48.1080187,-114.4619289
3600,American Kestrel,Falconiformes,Falco,sparverius,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,2,1,3,3,2,2,3,2,5,3,3,2,1,3,1,2,3,2,1,2,0,1,1,2,0,8405302,48.1080187,-114.4619289
4130,(Red-shafted Flicker) Northern Flicker,Piciformes,Colaptes,auratus cafer,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,2,14,4,14,1,4,7,11,10,7,7,6,6,15,8,6,10,4,3,7,0,7,2,10,0,8405302,48.1080187,-114.4619289
4440,Eastern Kingbird,Passeriformes,Tyrannus,tyrannus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,8,7,5,6,5,23,7,5,21,4,13,12,7,13,7,6,16,23,17,11,0,11,12,16,0,8405302,48.1080187,-114.4619289
4860,Common Raven,Passeriformes,Corvus,corax,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,7,4,4,2,4,8,4,1,4,7,3,6,6,6,2,11,7,3,2,0,5,7,6,0,8405302,48.1080187,-114.4619289
4930,European Starling,Passeriformes,Sturnus,vulgaris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,39,65,65,79,135,753,112,100,212,84,111,55,62,61,222,68,58,88,215,216,71,67,0,71,59,35,0,8405302,48.1080187,-114.4619289
3091,Ring-necked Pheasant,Galliformes,Phasianus,colchicus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,18,12,18,9,15,3,2,12,14,7,6,18,14,9,19,27,10,9,4,3,6,0,8,3,13,0,8405302,48.1080187,-114.4619289
3160,Mourning Dove,Columbiformes,Zenaida,macroura,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,13,11,19,5,6,15,5,15,3,8,8,7,4,11,6,3,8,5,3,7,0,2,2,6,0,8405302,48.1080187,-114.4619289
2730,Killdeer,Charadriiformes,Charadrius,vociferus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,7,6,15,14,14,7,8,5,5,4,4,8,5,13,3,1,6,14,4,14,0,5,6,3,0,8405302,48.1080187,-114.4619289
5600,Chipping Sparrow,Passeriformes,Spizella,passerina,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,9,5,7,15,10,7,12,8,11,10,6,13,5,12,6,8,9,9,12,15,0,13,3,11,0,8405302,48.1080187,-114.4619289
4950,Brown-headed Cowbird,Passeriformes,Molothrus,ater,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,19,20,12,24,27,21,7,18,15,13,12,23,13,9,16,32,29,10,4,12,9,0,13,11,17,0,8405302,48.1080187,-114.4619289
4980,Red-winged Blackbird,Passeriformes,Agelaius,phoeniceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,41,31,29,12,24,37,31,46,50,54,40,22,27,43,44,57,51,46,23,54,41,0,25,48,27,0,8405302,48.1080187,-114.4619289
6810,Common Yellowthroat,Passeriformes,Geothlypis,trichas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,8,9,10,3,8,12,13,10,16,8,8,18,10,14,5,6,6,18,16,14,0,12,15,16,0,8405302,48.1080187,-114.4619289
7490,Ruby-crowned Kinglet,Passeriformes,Corthylio,calendula,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,10,10,12,5,9,9,7,8,6,7,11,12,6,6,4,10,12,2,2,7,4,0,4,2,4,0,8405302,48.1080187,-114.4619289
5810,Song Sparrow,Passeriformes,Melospiza,melodia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,13,11,9,9,20,7,11,10,13,8,7,9,5,5,7,9,10,6,5,7,4,0,9,11,5,0,8405302,48.1080187,-114.4619289
6140,Tree Swallow,Passeriformes,Tachycineta,bicolor,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,53,60,49,35,91,65,60,42,56,45,33,23,44,43,35,48,27,20,17,28,39,33,0,19,15,11,0,8405302,48.1080187,-114.4619289
6160,Bank Swallow,Passeriformes,Riparia,riparia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,3,11,20,1,8,2,26,2,33,40,9,58,27,4,32,20,36,8,5,3,5,0,5,4,6,0,8405302,48.1080187,-114.4619289
3160,Mourning Dove,Columbiformes,Zenaida,macroura,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,49,23,30,23,36,28,27,30,26,21,28,28,32,25,15,21,17,19,16,14,17,0,22,14,23,0,8405804,43.2321417,-70.9134599
4230,Chimney Swift,Apodiformes,Chaetura,pelagica,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,28,29,31,24,29,25,36,13,11,12,21,14,28,31,16,27,34,21,23,25,6,0,25,9,24,0,8405804,43.2321417,-70.9134599
4770,Blue Jay,Passeriformes,Cyanocitta,cristata,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,19,25,15,12,19,14,18,17,18,14,8,6,7,9,5,9,7,3,5,10,10,0,10,8,19,0,8405804,43.2321417,-70.9134599
4930,European Starling,Passeriformes,Sturnus,vulgaris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,26,8,31,40,34,35,10,9,1,1,7,15,7,4,4,6,11,7,3,10,6,0,6,24,8,0,8405804,43.2321417,-70.9134599
4560,Eastern Phoebe,Passeriformes,Sayornis,phoebe,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,17,10,13,9,10,12,15,6,9,8,13,7,16,12,10,6,5,12,3,5,0,13,11,11,0,8405804,43.2321417,-70.9134599
4880,American Crow,Passeriformes,Corvus,brachyrhynchos,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,34,41,51,47,58,47,37,37,33,40,44,36,39,48,30,19,23,25,28,29,12,0,23,9,15,0,8405804,43.2321417,-70.9134599
3940,Downy Woodpecker,Piciformes,Dryobates,pubescens,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,8,10,4,3,1,5,5,8,5,4,7,4,4,5,6,8,4,4,5,5,0,11,2,13,0,8405804,43.2321417,-70.9134599
5190,House Finch,Passeriformes,Haemorhous,mexicanus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,19,18,21,17,14,19,11,8,12,7,8,5,8,14,7,9,5,12,14,27,7,0,52,13,35,0,8405804,43.2321417,-70.9134599
5290,American Goldfinch,Passeriformes,Spinus,tristis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,35,26,34,29,33,32,27,27,32,39,22,33,19,17,25,28,24,36,22,24,20,0,30,33,64,0,8405804,43.2321417,-70.9134599
5810,Song Sparrow,Passeriformes,Melospiza,melodia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,8,19,14,20,17,15,15,9,10,11,10,12,8,15,16,13,13,11,9,9,8,0,19,13,23,0,8405804,43.2321417,-70.9134599
5600,Chipping Sparrow,Passeriformes,Spizella,passerina,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,44,41,45,38,36,38,43,34,38,40,38,37,29,31,33,34,37,32,26,23,22,0,49,43,62,0,8405804,43.2321417,-70.9134599
5070,Baltimore Oriole,Passeriformes,Icterus,galbula,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,10,16,9,6,11,12,12,8,16,9,8,10,10,5,3,10,8,2,6,4,0,9,1,8,0,8405804,43.2321417,-70.9134599
5110,Common Grackle,Passeriformes,Quiscalus,quiscula,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,19,17,18,21,12,16,19,12,15,9,7,9,19,12,7,10,7,3,5,10,8,0,6,7,4,0,8405804,43.2321417,-70.9134599
4980,Red-winged Blackbird,Passeriformes,Agelaius,phoeniceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,43,36,39,26,28,40,23,26,37,32,40,23,27,27,23,30,20,38,26,22,27,0,30,23,41,0,8405804,43.2321417,-70.9134599
4950,Brown-headed Cowbird,Passeriformes,Molothrus,ater,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,7,6,8,7,10,8,3,5,8,7,12,5,8,10,3,7,10,6,6,5,0,19,6,20,0,8405804,43.2321417,-70.9134599
6710,Pine Warbler,Passeriformes,Setophaga,pinus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,13,9,9,13,13,12,14,14,11,12,13,7,7,12,14,9,12,7,14,4,0,19,5,21,0,8405804,43.2321417,-70.9134599
6882,House Sparrow,Passeriformes,Passer,domesticus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,17,24,16,15,17,23,14,15,15,6,11,10,9,10,11,5,8,14,4,8,0,25,22,35,0,8405804,43.2321417,-70.9134599
6810,Common Yellowthroat,Passeriformes,Geothlypis,trichas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,12,16,18,15,14,15,14,23,19,13,10,8,4,15,7,12,14,6,12,5,4,0,15,9,15,0,8405804,43.2321417,-70.9134599
6740,Ovenbird,Passeriformes,Seiurus,aurocapilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,9,10,12,6,7,9,7,14,8,9,8,7,4,7,9,8,7,7,5,4,6,0,3,3,8,0,8405804,43.2321417,-70.9134599
7310,Tufted Titmouse,Passeriformes,Baeolophus,bicolor,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,22,24,20,22,26,21,23,30,29,22,20,20,26,32,33,24,20,24,34,31,12,0,24,18,37,0,8405804,43.2321417,-70.9134599
7270,White-breasted Nuthatch,Passeriformes,Sitta,carolinensis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,9,9,6,7,12,4,5,5,7,6,18,14,21,8,17,13,13,13,6,6,0,15,4,15,0,8405804,43.2321417,-70.9134599
5930,Northern Cardinal,Passeriformes,Cardinalis,cardinalis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,26,19,23,21,27,23,29,31,27,22,33,28,19,27,32,29,34,35,32,33,29,0,49,21,33,0,8405804,43.2321417,-70.9134599
6240,Red-eyed Vireo,Passeriformes,Vireo,olivaceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,19,26,25,21,25,33,28,25,30,43,29,28,21,26,24,31,26,21,21,23,19,0,24,10,28,0,8405804,43.2321417,-70.9134599
7550,Wood Thrush,Passeriformes,Hylocichla,mustelina,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,5,3,9,4,3,3,7,4,2,2,2,3,2,3,2,6,2,3,2,2,0,9,1,5,0,8405804,43.2321417,-70.9134599
7350,Black-capped Chickadee,Passeriformes,Poecile,atricapillus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,20,27,15,24,35,20,30,18,15,24,26,16,15,23,12,16,13,14,9,9,5,0,11,10,19,0,8405804,43.2321417,-70.9134599
7210,House Wren,Passeriformes,Troglodytes,aedon,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,18,17,11,16,10,10,8,16,16,10,12,8,8,10,16,14,11,15,9,11,8,0,23,14,23,0,8405804,43.2321417,-70.9134599
7610,American Robin,Passeriformes,Turdus,migratorius,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,36,39,22,38,39,37,35,42,45,36,37,39,23,33,43,26,27,25,20,22,36,0,48,42,56,0,8405804,43.2321417,-70.9134599
7040,Gray Catbird,Passeriformes,Dumetella,carolinensis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,16,13,12,16,14,20,12,18,10,16,17,29,21,19,20,21,24,26,20,14,0,31,16,32,0,8405804,43.2321417,-70.9134599
2730,Killdeer,Charadriiformes,Charadrius,vociferus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,5,9,16,13,8,6,7,5,2,6,17,7,5,11,10,14,7,11,8,2,0,4,4,6,0,8407261,40.428119,-78.203532
3131,Rock Pigeon,Columbiformes,Columba,livia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,52,75,17,115,104,70,129,21,82,53,38,104,108,63,17,73,70,18,78,16,48,31,0,86,17,56,0,8407261,40.428119,-78.203532
3160,Mourning Dove,Columbiformes,Zenaida,macroura,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,23,35,28,25,38,25,25,42,53,42,54,27,20,31,36,31,38,39,38,41,26,0,33,17,23,0,8407261,40.428119,-78.203532
4090,Red-bellied Woodpecker,Piciformes,Melanerpes,carolinus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,6,5,6,4,7,3,7,5,6,2,5,5,9,7,3,3,9,8,6,7,0,8,8,12,0,8407261,40.428119,-78.203532
4610,Eastern Wood-Pewee,Passeriformes,Contopus,virens,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,6,6,3,4,3,2,2,2,2,2,2,3,3,3,3,4,1,3,0,3,4,2,0,8407261,40.428119,-78.203532
5600,Chipping Sparrow,Passeriformes,Spizella,passerina,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29,24,30,18,22,26,26,17,17,24,20,25,21,22,21,29,16,16,23,21,19,0,19,15,7,0,8407261,40.428119,-78.203532
5630,Field Sparrow,Passeriformes,Spizella,pusilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,3,5,6,7,2,7,6,4,3,5,6,4,10,4,8,4,5,6,9,6,0,10,3,3,0,8407261,40.428119,-78.203532
4980,Red-winged Blackbird,Passeriformes,Agelaius,phoeniceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,32,37,39,47,26,45,45,49,27,52,21,33,44,47,26,34,20,36,30,37,44,0,32,38,41,0,8407261,40.428119,-78.203532
5010,Eastern Meadowlark,Passeriformes,Sturnella,magna,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,10,12,16,14,10,8,8,9,2,7,4,7,9,1,6,3,8,4,2,2,0,3,9,3,0,8407261,40.428119,-78.203532
4930,European Starling,Passeriformes,Sturnus,vulgaris,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,224,264,78,54,117,224,91,30,270,117,46,113,73,47,33,76,324,47,57,185,117,52,0,67,99,101,0,8407261,40.428119,-78.203532
4880,American Crow,Passeriformes,Corvus,brachyrhynchos,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,38,38,32,36,30,38,25,23,47,32,41,33,37,30,29,44,24,39,49,33,27,0,23,32,51,0,8407261,40.428119,-78.203532
6810,Common Yellowthroat,Passeriformes,Geothlypis,trichas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,10,7,10,12,10,12,8,6,2,3,4,4,4,2,3,7,8,6,7,3,2,0,4,3,1,0,8407261,40.428119,-78.203532
5810,Song Sparrow,Passeriformes,Melospiza,melodia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,32,24,23,38,35,33,26,29,25,15,26,25,16,16,27,22,28,31,16,23,13,0,23,23,22,0,8407261,40.428119,-78.203532
5930,Northern Cardinal,Passeriformes,Cardinalis,cardinalis,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,7,10,19,5,17,15,14,10,12,17,10,8,11,11,7,6,11,12,13,12,0,17,10,13,0,8407261,40.428119,-78.203532
5870,Eastern Towhee,Passeriformes,Pipilo,erythrophthalmus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,12,9,7,8,10,10,9,9,5,9,7,6,8,4,7,8,6,10,5,9,0,7,9,11,0,8407261,40.428119,-78.203532
6080,Scarlet Tanager,Passeriformes,Piranga,olivacea,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,12,7,11,6,7,9,7,8,6,7,9,6,9,8,4,11,9,5,8,6,0,9,4,4,0,8407261,40.428119,-78.203532
6130,Barn Swallow,Passeriformes,Hirundo,rustica,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,27,20,25,15,23,13,16,17,22,18,38,20,14,14,14,19,15,23,17,29,11,0,62,27,10,0,8407261,40.428119,-78.203532
6240,Red-eyed Vireo,Passeriformes,Vireo,olivaceus,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,18,17,24,19,24,29,28,28,25,29,27,14,19,29,18,13,21,20,10,15,25,0,18,21,34,0,8407261,40.428119,-78.203532
5980,Indigo Bunting,Passeriformes,Passerina,cyanea,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,13,19,16,19,17,20,21,13,13,11,21,28,8,9,11,12,14,10,17,15,8,0,14,9,10,0,8407261,40.428119,-78.203532
5110,Common Grackle,Passeriformes,Quiscalus,quiscula,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,169,76,90,74,95,103,133,63,121,138,125,114,108,139,75,156,148,56,192,105,153,78,0,92,135,103,0,8407261,40.428119,-78.203532
6740,Ovenbird,Passeriformes,Seiurus,aurocapilla,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,5,8,11,14,13,9,9,8,7,6,10,7,6,7,11,11,13,10,9,9,0,8,13,7,0,8407261,40.428119,-78.203532
7310,Tufted Titmouse,Passeriformes,Baeolophus,bicolor,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,11,9,17,16,8,7,12,9,17,8,12,13,14,10,7,7,15,12,6,4,0,7,10,19,0,8407261,40.428119,-78.203532
7610,American Robin,Passeriformes,Turdus,migratorius,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,52,66,80,62,54,52,103,73,76,94,79,108,93,91,90,86,79,74,93,76,73,98,0,87,85,100,0,8407261,40.428119,-78.203532
7050,Brown Thrasher,Passeriformes,Toxostoma,rufum,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,3,6,4,2,5,3,1,4,6,4,7,1,2,3,2,1,3,2,4,0,3,3,4,0,8407261,40.428119,-78.203532
