,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,AOU,n_rutas,first_year,last_year,timeseries length,English_Common_Name,French_Common_Name,Order,Family,Genus,Species,prct_years
713,713,713,599,599,6413,2,2001,2023,22,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Passeriformes,Parulidae,Vermivora,chrysoptera x cyanoptera,0.0909090909090909
714,714,714,60,60,860,1,2005,2005,0,Northern Fulmar,Fulmar boréal,Procellariiformes,Procellariidae,Fulmarus,glacialis,0.0
715,715,715,68,68,1206,2,2012,2012,0,unid. Double-crested Cormorant / Great Cormorant,Cormoran à aigrettes / Grand Cormoran,Suliformes,Phalacrocoracidae,Nannopterum,auritus / carbo,0.0
716,716,716,62,62,1150,1,2007,2007,0,Brown Booby,Fou brun,Suliformes,Sulidae,Sula,leucogaster,0.0
717,717,717,710,710,7539,1,1997,1997,0,unid. Blue-gray / Black-tailed Gnatcatcher,unid Gobemoucheron gris-bleu / à queue noire,Passeriformes,Polioptilidae,Polioptila,caerulea / melanura,0.0
718,718,718,309,309,3827,1,2010,2010,0,unid. White-winged / Yellow-chevroned Parakeet,Toui à ailes variées / Toui à ailes jaunes,Psittaciformes,Psittacidae,Brotogeris,versicolurus / chiriri,0.0
719,719,719,296,296,3731,1,1998,1998,0,Whiskered Screech-Owl,Petit-duc à moustaches,Strigiformes,Strigidae,Megascops,trichopsis,0.0
720,720,720,254,254,3271,1,2009,2009,0,Hook-billed Kite,Bec-en-croc de Temminck,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,0.0
721,721,721,355,355,4206,1,2004,2004,0,unid. Common Nighthawk / Antillean Nighthawk,unid Engoulevent d'Amérique / piramidig,Caprimulgiformes,Caprimulgidae,Chordeiles,minor / gundlachii,0.0
722,722,722,182,182,2480,1,2010,2010,0,Sanderling,Bécasseau sanderling,Charadriiformes,Scolopacidae,Calidris,alba,0.0
723,723,723,177,177,2422,1,2023,2023,0,Red-necked Stint,Bécasseau à col roux,Charadriiformes,Scolopacidae,Calidris,ruficollis,0.0
724,724,724,452,452,5009,22,2023,2023,0,Chihuahuan Meadowlark,Sturnelle de Lilian,Passeriformes,Icteridae,Sturnella,lilianae,0.0
725,725,725,416,416,4700,1,1997,1997,0,Buff-breasted Flycatcher,Moucherolle beige,Passeriformes,Tyrannidae,Empidonax,fulvifrons,0.0
726,726,726,419,419,4730,1,2002,2002,0,Eurasian Skylark,Alouette des champs,Passeriformes,Alaudidae,Alauda,arvensis,0.0
727,727,727,378,378,4411,1,2019,2019,0,Rose-throated Becard,Bécarde à gorge rose,Passeriformes,Tityridae,Pachyramphus,aglaiae,0.0
728,728,728,658,658,7031,1,2002,2002,0,Bahama Mockingbird,Moqueur des Bahamas,Passeriformes,Mimidae,Mimus,gundlachii,0.0
729,729,729,119,119,1760,1,2012,2012,0,Emperor Goose,Oie empereur,Anseriformes,Anatidae,Anser,canagicus,0.0
730,730,730,17,17,210,1,1997,1997,0,Ancient Murrelet,Guillemot à cou blanc,Charadriiformes,Alcidae,Synthliboramphus,antiquus,0.0
731,731,731,11,11,90,1,2011,2011,0,Arctic Loon,Plongeon arctique,Gaviiformes,Gaviidae,Gavia,arctica,0.0
732,732,732,14,14,120,1,2007,2007,0,Tufted Puffin,Macareux huppé,Charadriiformes,Alcidae,Fratercula,cirrhata,0.0
733,733,733,728,728,16600,1,2009,2009,0,Sinaloa Wren,Troglodyte du Sinaloa,Passeriformes,Troglodytidae,Thryophilus,sinaloa,0.0
734,734,734,731,731,21930,1,2010,2010,0,Purple Swamphen,Talève sultane,Gruiformes,Rallidae,Porphyrio,porphyrio,0.0
